Name,Address,Phone,Website,Rating,Email
Friedman Leah DDS,"1229 Broadway # 102, Hewlett, NY 11557, USA",(516) 374-7677,,,
"Dr. Tuviah S. Shulman, DDS","290 Central Ave, Lawrence, NY 11559, USA",(516) 239-4488,,5,
"Yehuda Marciano, DDS","932 Broadway A, Woodmere, NY 11598, USA",(516) 295-3733,http://www.ftpediatricdentistry.com/,5,
Advanced Dental Care,"1551 Broadway, Hewlett, NY 11557, USA",(516) 561-1151,,5,
Sheldon Hofstein PC,"866 Longacre Ave, Valley Stream, NY 11581, USA",(516) 791-6241,,,
"Dr. Harold Mostel, DDS","290 Central Ave #215, Lawrence, NY 11559, USA",(516) 239-0537,https://www.lawrencedentalpc.com/,5,user@domain.com
"Harry Satin, d.d.s.","1551 Broadway, Hewlett, NY 11557, USA",(516) 561-1151,http://advanceddental.com/,5,contact@advanceddental.com
Zellner Elliot M DDS,"150 Irving Pl #2, Woodmere, NY 11598, USA",(516) 569-6311,,5,
"Dr. Eugene R. Pinto, DDS","290 Central Ave, Lawrence, NY 11559, USA",(516) 239-6033,,,
"Irving L. Eckstein, DDS","545 Central Ave # A, Cedarhurst, NY 11516, USA",(516) 295-2006,,,
Albee Dental Care,"23 Bond St, Brooklyn, NY 11201, USA",(718) 237-0222,,3.7,
Cypress Hills Dental P.C,"264 Jamaica Ave, Brooklyn, NY 11207, USA",(718) 827-2554,http://www.cypresshillsdental.com/,4,cypressdent@gmail.com
Cypress Hills Dental P.C,"264 Jamaica Ave, Brooklyn, NY 11207, USA",(718) 827-2554,http://www.cypresshillsdental.com/,4,cypressdent@gmail.com
My Dentist PC: The Family Practice,"9516 Church Ave, Brooklyn, NY 11212, USA",(718) 495-8801,http://www.866fixteeth.com/,4,
"Dr. Rashmikant N. Mehta, DDS","555 Wilson Ave # 1, Brooklyn, NY 11207, USA",(718) 453-2100,,5,
Atlantic Avenue Braces,"84 Pennsylvania Ave, Brooklyn, NY 11207, USA",(646) 679-3939,https://atlanticavebraces.com/,4.6,atlanticavebraces@gmail.com
"Gilbert Brovar, M.D.","1797 Pitkin Ave, Brooklyn, NY 11212, USA",(718) 367-2555,,,
"Dr. Swapan K. Nath, DDS","637 Sutter Ave, Brooklyn, NY 11207, USA",(718) 385-7747,,2.5,
Dr. Francis Barra,"179 Jamaica Ave, Brooklyn, NY 11207, USA",(718) 234-0073,,1,
"Dr. Jay Varghese, DMD","327 Granville Payne Ave, Brooklyn, NY 11207, USA",(718) 342-0009,http://www.downtown-manhattan-dental.com/,,
Shah Haresh I,"642 Sutter Ave # A, Brooklyn, NY 11207, USA",(718) 342-5201,,,
Ocean Hill Dental Arts,"2262 Atlantic Ave, Brooklyn, NY 11233, USA",,,,
Chu Pat Nay DDS,"215 Rockaway Ave, Brooklyn, NY 11233, USA",(718) 290-8057,,4.4,
Concerned Dental Care of Richmond Hill,"119-01 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 843-1616,https://concerneddentalcare.com/locations/richmond-hill/?y_source=1_MTE3NzYxMTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,3.1,
Chasin Arthur M DDS,"13116 Rockaway Blvd, South Ozone Park, NY 11420, USA",(718) 322-9022,,1,
"Dr. Paul Cosgrove, DDS","10162 Lefferts Blvd, South Richmond Hill, NY 11419, USA",(718) 849-5547,,,
Marcelo E Calderon PC,"118-17 135th Ave 1st floor, South Ozone Park, NY 11420, USA",(718) 845-6297,,4.3,
Liberty 786 Dentistry,"113-02 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 322-4200,http://dentistlibertyave.com/,4.5,
Richmond Hill Dental + Podiatry,"128-09 Liberty Ave, South Richmond Hill, NY 11419, USA",(516) 285-7663,http://libertydental.co/,3.1,
Richmond Hill Family Dental,"11407 101st Ave, South Richmond Hill, NY 11419, USA",(718) 441-7547,http://richmondhillfamilydental.com/,3.8,
Indu Anilesh DDS,"10336 123rd St, Queens, NY 10459, USA",(718) 641-0502,,1,
Queens Children Dentist,"87-08 Woodhaven Blvd 2nd Floor, Woodhaven, NY 11421, USA",(718) 805-7777,,4.7,
Atlantis Oral Surgery Center,"102-32 Jamaica Ave, Richmond Hill, NY 11418, USA",(718) 805-6000,,3.5,
Oasis Family Dental,"106-05 Jamaica Ave, Richmond Hill, NY 11418, USA",(718) 441-4411,http://www.oasisfamilydentalnyc.com/,4.2,oasisfdny@gmail.com
Dr. Venkatesh Dental Care Inc.,"124-09 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 323-0633,,4.5,
"Dr. Ben Mallman, DDS","133-40 131st St, South Ozone Park, NY 11420, USA",(718) 529-3800,https://www.concerneddentalcare.com/,,
"Angeles & Morales, DDS PC","12511 111th Ave, Jamaica, NY 11420, USA",(718) 845-6223,,3.5,
"Dr. Jitendra S. Shah, DDS","8613 Jamaica Ave, Woodhaven, NY 11421, USA",(718) 847-3300,,5,
"Dr. Jayesh H. Trivedi, DDS","134-04 Rockaway Blvd, South Ozone Park, NY 11420, USA",(718) 529-3300,,3.3,
Liberty Dental,"127-06 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 848-5449,http://www.libertydental.co/?y_source=1_OTU4MjMzNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,4,
Saline Richard C DDS,"8802 87th St, Jamaica, NY 11421, USA",(718) 441-6645,,2.3,
Woodhaven Dental Care,"8713 Jamaica Ave, Woodhaven, NY 11421, USA",(718) 847-8023,https://www.drshettydds.com/,2,woodhavendentalcare@gmail.com
"Katte B. Anilesh DDS, MAGD","10336 123rd St, Queens, NY 10459, USA",(718) 641-0502,,1,
Kew Gardens Dental Arts,"123-20 Metropolitan Ave, Kew Gardens, NY 11415, USA",(718) 441-0049,https://dentalartskg.com/,4.6,
Rockaway Dental Associates,"131-11 Rockaway Blvd, South Ozone Park, NY 11420, USA",(718) 322-9607,https://nycdent.com/,2.8,info@nycdent.com
Rockaway Dental Associates,"131-11 Rockaway Blvd, South Ozone Park, NY 11420, USA",(718) 322-9607,https://nycdent.com/,2.8,info@nycdent.com
LIBERTY DENTAL CARE PC,"112-10 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 322-1415,http://www.libertydentalcarepc.com/,4.8,
Lefferts 26 Dentistry,"103-43 Lefferts Blvd 2nd Floor, South Richmond Hill, NY 11419, USA",(718) 843-5500,,3.8,
Woodhaven Family Dental,"8613 Jamaica Ave, Woodhaven, NY 11421, USA",(718) 847-3300,https://www.zocdoc.com/practice/woodhaven-family-dental-33754,4.8,
Kenneth Wagschal DDS,"118-18 Rockaway Blvd, South Ozone Park, NY 11420, USA",(718) 843-5231,https://www.docchecker.com/kennethwagschal.dds-d66631,4.7,
Sales Maria S DDS,"11811 Guy R Brewer Blvd, Jamaica, NY 11434, USA",,http://www.addabbo.org/,4.5,
Community Healthcare Network – Sutphin Boulevard,"97-04 Sutphin Blvd, Jamaica, NY 11435, USA",(718) 657-7088,https://www.chnnyc.org/sutphin-blvd-health-center/,3.1,
"Dr. Akanksha M. Gera, DDS","97-04 Sutphin Blvd, Jamaica, NY 11435, USA",(718) 657-7088,http://www.chnnyc.org/,4.5,
"Dr. Alicia Massop-Flowers, DO","13130 Merrick Blvd, Jamaica, NY 11434, USA",(718) 233-2556,http://www.mvppediatrics.com/,3.8,practice@mvppediatrics.com;team@latofonts.com;impallari@gmail.com
Open Smile Dental,"10753 Guy R Brewer Blvd, Jamaica, NY 11433, USA",(718) 878-4648,http://www.opensmilespa.com/,4.5,
Rochdale Dental Associates PC,"137-04 Guy R Brewer Blvd, Jamaica, NY 11434, USA",(718) 723-5630,https://nycdent.com/,2.2,info@nycdent.com
Rochdale Dental Associates PC,"137-04 Guy R Brewer Blvd, Jamaica, NY 11434, USA",(718) 723-5630,https://nycdent.com/,2.2,info@nycdent.com
Yang Hyosol DDS,"111-20 Merrick Blvd, Queens, NY 11433, USA",(718) 206-9888,http://medisyshealth.org/,5,
Garrett Ronald DDS,"17605 137th Ave, Jamaica, NY 11434, USA",(718) 528-5949,,3.1,
Ferguson Patrice DDS,"17624 126th Ave # A, Jamaica, NY 11434, USA",(718) 949-1230,,,
"Dr. Nader Dayani, DDS","13703 171st St, Jamaica, NY 11434, USA",(718) 978-2120,,4.8,
TCN Dental Care PC,"16110 Jamaica Ave floor 3, Jamaica, NY 11432, USA",(718) 523-8400,,4.7,
Bean & Gillman,"12027 Guy R Brewer Blvd, Jamaica, NY 11434, USA",(718) 723-1552,,3,
Tender Loving Care Dental Center,"13404 Rockaway Blvd, Jamaica, NY 11420, USA",(718) 529-3300,,2.8,
"Rochdale Dental Care: Marlene Reynolds-Cox, DDS","165- 44A Baisley Blvd, Jamaica, NY 11434, USA",(718) 723-5656,https://www.rochdale-queens-dentist.com/?y_source=1_OTU3MTU0Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.3,
Lincoln Family Dental,"2932, 131-14 Rockaway Blvd, South Ozone Park, NY 11420, USA",(347) 732-3345,https://lincolnfamilydentalnyc.com/,4.6,
Diamond braces,"Rochdale, NY 11434, USA",,,,
Rochdale Dental Care PLLC,"16544 Baisley Blvd, Rochdale, NY 11434, USA",(718) 723-5656,https://www.rochdale-queens-dentist.com/,3,
Lipp Fred DDS,"16542 Baisley Blvd # A, Jamaica, NY 11434, USA",(718) 723-4500,,,
"Dr. Cyril G. Gillman, DDS","12027 Guy R Brewer Blvd, Jamaica, NY 11434, USA",(718) 276-4644,,3.7,
"Dr. Donald J. Bean, DDS","12027 Guy R Brewer Blvd, Jamaica, NY 11434, USA",(718) 276-4644,,5,
Garrel Jay DDS,"17605 137th Ave, Jamaica, NY 11434, USA",(718) 686-9797,,,
Taheri Kambiz E DDS,"11410 Merrick Blvd, Jamaica, NY 11434, USA",(718) 523-2800,,,
Dr. Hugh Parker,"17220 Linden Blvd, Rochdale, NY 11434, USA",(718) 297-2220,,5,
Jamaica Smiles Dental,"172-20 Linden Blvd, Rochdale, NY 11434, USA",(718) 297-2220,http://www.jamaicasmilesdental.com/,4.7,hpjome@aol.com
Dentist,"17220 Linden Blvd, Jamaica, NY 11434, USA",,,,
Dholakia Shashikant DDS,"13124 Rockaway Blvd, Jamaica, NY 11420, USA",(718) 659-7166,,,
Goldstein & Goldstein,"13111 Rockaway Blvd, Jamaica, NY 11420, USA",(718) 322-9607,,5,
Ozone Park Kids Dental,"131-14 Rockaway Blvd, South Ozone Park, NY 11420, USA",(929) 554-9506,https://ozoneparkkidsdental.com/,5,info@ozoneparkkidsdental.com
Ozone Park Braces,"131-14 Rockaway Blvd, South Ozone Park, NY 11420, USA",(929) 554-9505,http://ozoneparkbraces.com/,5,info@ozoneparkbraces.com
Dr. Lawrence Weiss,"13114 Rockaway Blvd, South Ozone Park, NY 11420, USA",(718) 322-9022,,5,
"Dr. Frank A. Mazzapica Jr, DDS","Queens, NY 11434, USA",(718) 526-1000,,,
Postol I DDS,"Queens, NY 11434, USA",(718) 526-1000,,,
"Dr. Alan J. Geller, DDS","Queens, NY 11434, USA",(718) 526-1000,,,
Diamond Braces Orthodontist: Braces & Invisalign,"134-40 Springfield Blvd, Queens, NY 11413, USA",(201) 308-8181,https://diamondbraces.com/locations/springfield-blvd-queens/?utm_source=GMB&utm_medium=Springfield-Blvd-Queens&utm_campaign=Profile,4.4,info@diamondbraces.com
Star Dental Care,"10841 153rd St, Jamaica, NY 11433, USA",(718) 291-1060,,,
Palaganas Celia DDS,"133-40 131st St, Jamaica, NY 11420, USA",(718) 529-3800,,5,
Famous Dental Care PC,"10642 Guy R Brewer Blvd, Jamaica, NY 11433, USA",(718) 478-4580,,,
Jason Immediate Dental New York,"13200 159th St, Jamaica, NY 11433, USA",(253) 317-2673,http://gentledentalohio.com/,,
Dr. Paul Bernheim,"10753 Guy R Brewer Blvd, Jamaica, NY 11433, USA",(718) 878-4648,,,
KVani Smiles,"220-24 Merrick Blvd, Jamaica, NY 11413, USA",(888) 407-8667,,,
Sarah Immediate Dental New York,"164- 15 104th Rd, Jamaica, NY 11433, USA",(408) 404-5232,http://gentledentalohio.com/,,
"Dr. Edward Shalomov, DDS","161-10 Jamaica Ave #313, Jamaica, NY 11432, USA",(718) 523-8400,,3.8,
"Dr. Salvador E. Gales, DMD","11905 Rockaway Blvd, Jamaica, NY 11420, USA",(718) 843-0263,,3.3,
TNT Ortholab,"131-06 Liberty Ave, South Richmond Hill, NY 11419, USA",(347) 870-2930,https://www.tntortholab.com/,5,info@tntortholab.com
DR. PHILIP W. CLIFTON DDS,"134-29 227th St, Laurelton, NY 11413, USA",(718) 527-7348,,3,
Boodhoo Bissoonlall DDS,"129-10 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 776-3400,,4.5,
Miller Donald a DDS,"20017 Linden Blvd, Jamaica, NY 11412, USA",(718) 712-0605,,,
Dr. Sunil Chhatpar,"12712 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 925-0700,,4,
Milan Gandhi,"12706 Liberty Avenue South Richmond Hill Queens, 127-06 Liberty Ave, South Richmond Hill, NY 11419, USA",(718) 848-5449,https://libertydental.co/staff/dr-milan-gandhi/,1.3,
Chhatpar Family Dentistry PLLC,"10324 127th St, South Richmond Hill, NY 11419, USA",(718) 925-0700,,4.7,
Chhatpar Leena DDS,"10324 127th St, South Richmond Hill, NY 11419, USA",(718) 925-0700,,,
Green Acres Dental Associates,"1069 Green Acres Mall, Valley Stream, NY 11581, USA",(516) 568-2022,http://greenacresdental.net/,4.3,
Contemporary Dental Implant Centre,"260 W Sunrise Hwy #201, Valley Stream, NY 11581, USA",(516) 882-7755,https://www.contemporarydentalimplantcentre.com/,3.2,
Raskin & Beckelman,"27 E Hawthorne Ave, Valley Stream, NY 11580, USA",(516) 825-1100,http://www.advanceddds.com/,,frontdesk@advanceddds.com;FrontDesk@AdvancedDDS.com
"Kenneth D. Berger, DDS & Associates","27 E Hawthorne Ave, Valley Stream, NY 11580, USA",(516) 825-9500,https://www.godental365.com/location/ny/nassau-county/kenneth-d-berger-dds-associates?utm_source=gbp&utm_medium=organic,4.8,
Dr Stephen Bernstein,"17 W Merrick Rd # 1, Valley Stream, NY 11580, USA",(516) 825-6695,http://www.dentalassociatesofvalleystream.com/,5,patients@vsdentist.com
Dr. Paul Natter,"17 W Merrick Rd # 1, Valley Stream, NY 11580, USA",(516) 825-6695,,,
"Valley Stream Dental PC, Dr. Isaac Pearlman","41b W Merrick Rd, Valley Stream, NY 11580, USA",(516) 872-2168,http://www.valleystreamdental.com/,4.4,
Igor Ilyabayev DDS,"125 N Central Ave Suite B, Valley Stream, NY 11580, USA",(848) 222-2984,https://www.centralavedentalny.com/?utm_source=gmb_auth,4.9,
Central Avenue Dental,"125 N Central Ave Suite B, Valley Stream, NY 11580, USA",(848) 222-2984,https://www.centralavedentalny.com/,4.9,
Dr. Bobo DDS,"145-30 243rd St, Jamaica, NY 11422, USA",(718) 341-0567,,4.9,
Dental Office,"1st Pitkim Ave 9045, Jamaica, NY 11411, USA",(718) 843-7551,,,
Reid David DDS,"21902 Linden Blvd, Jamaica, NY 11411, USA",(718) 978-5938,,4,
Goldberg Dental of Valley Stream,"417 W Merrick Rd #1, Valley Stream, NY 11580, USA",(516) 568-0448,,3.5,
Advanced Orthodontics,"148 E Hawthorne Ave, Valley Stream, NY 11580, USA",(516) 612-3584,,,
Rosedale Dental,"146-32 243rd St, Jamaica, NY 11422, USA",(718) 569-7024,,5,
Elihu Sachs DDS,"71 S Central Ave, Valley Stream, NY 11580, USA",(718) 204-7172,,,
Cooper Harmon J DDS,"24114 S Conduit Ave, Rosedale, NY 11422, USA",(718) 341-4472,,3.7,
PM Dental Services: Gerges Manal DDS,"23520 147th Ave #3, Jamaica, NY 11422, USA",(718) 723-4878,http://www.pmteeth.com/,3.8,
Valley Stream Dental Associates,"453 Rockaway Ave, Valley Stream, NY 11581, USA",(516) 825-3884,,3.2,
Aghabi Raja H DDS,"5 Seaton Gate, Valley Stream, NY 11580, USA",(516) 205-4896,,4.4,
Bodner Jamie R DDS,"45 Rockaway Pkwy, Valley Stream, NY 11580, USA",(516) 825-1261,https://nycdentalpro.com/,5,info@nycdentalpro.com
Reddy & Reddy,"729 Elmont Rd, Elmont, NY 11003, USA",(516) 285-0400,,,
Stein Stephen H DDS,"417 W Merrick Rd #1, Valley Stream, NY 11580, USA",(516) 568-0448,,,
Goldberg Steven DDS,"417 W Merrick Rd #1, Valley Stream, NY 11580, USA",(516) 568-0448,,2.8,
"Dr. Monique E. Davidson-Tucker, DDS","13417 Francis Lewis Blvd, Laurelton, NY 11413, USA",(718) 525-4089,,5,
The Smilist Dental Valley Stream,"17 W Merrick Rd # 1, Valley Stream, NY 11580, USA",(516) 825-6695,https://www.thesmilist.com/valley-stream-dentist,4.2,
Cambria Family Dental Center,"22802 Linden Blvd, Jamaica, NY 11411, USA",(718) 528-8592,http://www.cambriafamilydental.com/,3.9,info@cambriafamilydental.com;your@email.com
Orthodontics,"514W W Merrick Rd, Valley Stream, NY 11580, USA",(516) 561-1881,http://www.sipkinorthodontics.com/,5,info@sipkinorthodontics.com
Mittler William DDS,"514 W Merrick Rd, Valley Stream, NY 11580, USA",(516) 561-1881,,,
"Dr. William D. Warner, DDS","510 W Merrick Rd, Valley Stream, NY 11580, USA",(516) 825-0101,,5,
Valley Dental Group: Seewald Alan DMD,"510 W Merrick Rd, Valley Stream, NY 11580, USA",(516) 825-0101,,4.5,
Dr. Dara Pfeffer,"509 W Merrick Rd # 103, Valley Stream, NY 11580, USA",(516) 599-1701,,5,
Ehrlich Ira DDS,"509 W Merrick Rd # 103, Valley Stream, NY 11580, USA",(516) 568-0310,,,
Pediatric Dentistry of Valley Stream,"509 W Merrick Rd # 103, Valley Stream, NY 11580, USA",(516) 599-1701,http://www.pediatricdentistryvalleystream.com/?y_source=1_MjY4MjYwNDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.8,valleystream@pdsmgmt.com
Frank P Scorsese PC,"300 N Central Ave Suite 1, Valley Stream, NY 11580, USA",(516) 825-5190,,,
Siry Michelle C DDS,"417 W Merrick Rd #1, Valley Stream, NY 11580, USA",(516) 568-0448,,,
Kang Mary DDS,"5 Seaton Gate, Valley Stream, NY 11580, USA",(516) 825-9500,,,
"Dr. Tamara Zimmerman, DDS","5 Seaton Gate, Valley Stream, NY 11580, USA",(516) 825-9500,,,
Joseph Leslie DDS,"1309 Dutch Broadway, Valley Stream, NY 11580, USA",(516) 307-1677,,5,
Patino Claudia V DDS,"362 Sapir St, Valley Stream, NY 11580, USA",(516) 593-9578,,4.3,
Rosenstein Yana G DDS,"125 N Central Ave Suite B, Valley Stream, NY 11580, USA",(516) 887-0020,https://www.centralavedentalny.com/,,
"Amanda Espinosa, DDS","125 N Central Ave Suite B, Valley Stream, NY 11580, USA",(848) 222-2984,https://www.centralavedentalny.com/,4.8,
"Dr. Yuriy Normatov, General, Cosmetic, & Implant Dentistry","125 N Central Ave Suite B, Valley Stream, NY 11580, USA",(516) 887-0020,https://www.centralavedentalny.com/,5,
"Dr. Alevtina Edgar, Cosmetic & General Dentistry","125 N Central Ave Suite B, Valley Stream, NY 11580, USA",(516) 887-0020,https://www.centralavedentalny.com/,,
First Smiles Pediatric Dentistry,"111 N Central Ave, Valley Stream, NY 11580, USA",(917) 270-2238,https://firstsmilespediatricdentistry.com/,5,FirstSmilesDDS@gmail.com
FreshBreathNY,"360A W Merrick Rd, Valley Stream, NY 11580, USA",(347) 875-2757,,,
"Island Dental Service, PLLC","13417 Francis Lewis Blvd, Laurelton, NY 11413, USA",(718) 525-4089,,4,
Dr. Jay Ritter,"44 S Central Ave, Valley Stream, NY 11580, USA",(516) 561-7788,,,
"Dr. Frederic E. Cohen, DMD","44 S Central Ave, Valley Stream, NY 11580, USA",(866) 993-3174,,,
Solutions Dental Care,"24101 Linden Blvd, Elmont, NY 11003, USA",(516) 792-6082,https://www.solutionsdentalcare.com/,4.4,
Braces,"Rosedale, NY 11422, USA",,,,
Dental | Billing | Dentistry billing,"19 Green Acres Rd S, Valley Stream, NY 11581, USA",(212) 671-1887,https://www.dentistrybilling.com/contact,5,Info@dentistsbilling.com
"Dr. Margaret Pierre, DDS","140-59 255th St, Rosedale, NY 11422, USA",(718) 949-4400,,3.7,
Benjamin Schwartz,"260 Sunrise Hwy, Valley Stream, NY 11581, USA",(516) 341-7300,http://qlidental.com/,5,
TAG Dental Implant Solutions - Genicore,"260 Sunrise Hwy Suite 101, Valley Stream, NY 11581, USA",(212) 877-3777,,,
Queens Long Island Dental Care,"260 Sunrise Hwy Suite 201 2nd Floor, Valley Stream, NY 11581, USA",(516) 341-7300,http://www.qlidental.com/,5,
Kambam Savitha R DDS,"729 Elmont Rd, Elmont, NY 11003, USA",(516) 285-0400,,4,
Espaillat Top Notch Dental & Associate,"1810 Harriet St, Elmont, NY 11003, USA",(516) 946-4756,,5,
De Steno Cosmo V DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,,
Lipp Mitchell J DDS,"1st Ave, New York, NY 10003, USA",(212) 420-2721,,,
"Dr. Chang W. Ryu, DDS","345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
"Dr. William R. Katz, DDS","345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
"Dr. George M. Gluck, DDS","345 E 24th St, New York, NY 10010, USA",(212) 998-9472,,5,
Schoor Robert S DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9731,http://www.nyu.edu/,,
Ullman William Col DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
Kurago Zoya B DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
Schlossberg Michael DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,3,
Schackman Arthur Mark DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9477,http://www.nyu.edu/,,
Weiselberg Martin DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
Barak Jack P DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
Sheth Sameet S DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
Voraragsa Sayamol B DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
Gross Erin L DDS,"345 E 24th St # 9W, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
"Winthrop Orthopaedic Associates:Dr. Bryan Ding, MD","301 E 17th St, New York, NY 10003, USA",(212) 598-6000,,,
Manhattan Dental Practices,"236 E 36th St Lower Level, New York, NY 10016, USA",(332) 334-5025,https://www.manhattandentalpractices.com/locations/new-york-office/,4.5,
"Dr. Jonathan A. Ship, DMD","530 1st Ave #9qq, New York, NY 10016, USA",(212) 263-7552,,,
"Dr. Jeffrey L. Tarlow, DDS","423 E 23rd St, New York, NY 10010, USA",(212) 686-7500,https://www.doctorsnetwork.com/doctors/prosthodontists/new-york-ny-01001/invite-jeffrey-tarlow-dds-626,,
VA Medical Center-Manhattan: Weinstein Bradley DDS,"423 E 23rd St, New York, NY 10010, USA",(212) 686-7500,https://www.nyharbor.va.gov/,2.3,
"Dr. Gregory K. Kazandjian, DDS","423 E 23rd St, New York, NY 10010, USA",(212) 686-7500,,,
VA Medical Center-Manhattan: Defabio Erica DDS,"423 E 23rd St, New York, NY 10010, USA",(212) 686-7500,http://www.nyharbor.va.gov/,,
Zen Dentistry East Village,"333 E 14th St, New York, NY 10003, USA",(212) 473-9002,http://zendentistrynyc.com/,4.8,zendentistryqueensnyc@gmail.com;broadway@zendentistrynyc.com;midtown@zendentistrynyc.com;eastvillage@zendentistrynyc.com;gardencity@zendentistrynyc.com;queens@zendentistrynyc.com;unionsquare@zendentistrynyc.com;zendentistrylongisland@gmail.com;zendowntown@gmail.com;zendentistryunionsquare@gmail.com;aviralmathur89@gmail.com;westchester@zendentistrynyc.com;newrochelledds@gmail.com;zendentistryny@gmail.com;zendentistryeastvillage@gmail.com
Richard Ricci DDS & Andrea Cambria DDS,"201 E 28th St #1e, New York, NY 10010, USA",(212) 213-4558,http://www.gotomydentist.com/,4.9,
