Name,Category,Phone,Email,Website,Address,general_info,Source,
Cold Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(562) 802-0500,,http://uscold.com/,,,yellowpage,
32 Cold,"Cold Storage Warehouses, Self Storage",(559) 646-6717,,http://32-cold-services-and-solutions.com/,,,yellowpage,
Daniels Cold Storage,Cold Storage Warehouses,(909) 863-0110,,http://danielscoldstorage.com/,,,yellowpage,
Lineage,"Cold Storage Warehouses, Shipping Services",(661) 587-3178,,http://lineagelogistics.com/,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
"A-N-C Cold Storage Construction, Inc",Cold Storage Warehouses,(877) 213-8687,,http://www.anccold.com/,,,yellowpage,
Lineage,"Cold Storage Warehouses, Shipping Services",(661) 552-5054,,https://www.onelineage.com/,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
Nadi Partnership,Warehouses-Merchandise,(909) 393-5100,,,,,yellowpage,
Rio Express Logistics,"Delivery Service, Local Trucking Service, Logistics",(310) 988-9600,,,,,yellowpage,
Automated Electronic Parts,"Vacuum Equipment & Systems, Cold Storage Warehouses, Electronic Equipment & Supplies-Repair & Service",(310) 851-8901,,,,,yellowpage,
Vanedge Logistics,"Logistics, Cold Storage Warehouses, Freight Forwarding",(510) 476-1700,,,,,yellowpage,
Bee Imagine,Warehouses-Merchandise,(661) 366-6700,hanne@beeimagine.com,http://www.beeimagine.com/,,,yellowpage,
Sanmina Corp,Cold Storage Warehouses,(951) 943-6433,,https://www.sanmina.com/,,,yellowpage,
Alpine Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(415) 495-2300,,https://www.alpinestorageca.com/contact-us,,,yellowpage,
Westchester Self Storage,"Storage Household & Commercial, Automobile Storage, Boat Storage",(310) 808-2450,geraldi@uhaul.com,http://www.westchesterselfstorage.net/,,,yellowpage,
Ramsey Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Movers",(949) 589-3020,info@ramseystorage.com,http://www.ramseystorage.com/,,,yellowpage,
"A-N-C Cold Storage Construction, Inc",Cold Storage Warehouses,(626) 986-4275,,http://www.anccold.com/,,,yellowpage,
Tehama Mini Storage,"Self Storage, Automobile Storage, Boat Storage",(661) 523-2375,,https://www.tehamaministorage.com/california-storage-auctions,,"*Low Rates 
 *Full Service Storage 
 *Easy Access for Large Trucks 
 *Autos, Boats & RV's 
 *Senior Discounts 
 *Boxes & Moving Supplies 
 *Commercial & File Storage 
 *Fenced & Gated Security 
 *Storage Insurance Available 
 *24-Hour Security 
 *We Can Move You Too!",yellowpage,
Western Inventory,"Warehouses-Merchandise, Steel Distributors & Warehouses",(323) 968-0011,info@westerninventory.net,,,,yellowpage,
Ampro North America,Warehouses-Merchandise,(760) 453-7367,,http://www.ampro-usa.com/,,,yellowpage,
CAPITAL ACQUISITION CORP,"Investments, Bus Distributors & Manufacturers, Financial Services",(562) 435-2331,,,,,yellowpage,
Lineage,Cold Storage Warehouses,(858) 530-0414,,https://www.onelineage.com/,,"Lineage Logistics is reimagining the world’s food supply chain by preserving, protecting, and optimizing the distribution of food.",yellowpage,
Cal Freeze Corp,Cold Storage Warehouses,(510) 233-3348,,,,,yellowpage,
Dean's Cold Storage,Cold Storage Warehouses,(714) 449-0372,,,,"In operation for more than 35 years, Dean s Services is a family-owned and operated company that offers logistics solutions to the food industry throughout the United States. The company provides import and export distribution and transportation services. It offers storage options for frozen, chilled and dry goods. The company provides the U.S. Department of Agriculture-certified inspection programs. Dean s Services also offers room freezing, less-than-truckload, warehouse and trucking solutions. The company provides pickup and delivering services from and to local airports. In addition, it offers on-site rail access and sea container transportation services. Dean s Services maintains warehouses in Oakland in California and San Francisco.",yellowpage,
Globle Furniture CA,Warehouses-Merchandise,(626) 407-3997,,http://www.globalfurnitureca.com/,,Global United has become one of the premier importers and distributors of fine home furnishings in the United States as well as serving as a prominent force in the international market.,yellowpage,
iStorage,"Self Storage, Automobile Storage, Boat Storage",(877) 909-7447,customerservice@nsabrands.com,https://www.nsastorage.com/storage/california/storage-units-oroville/2160-4th-st-481,,"iStorage offers convenient, affordable self storage units in Oroville. If you're looking for easily accessible drive-up storage, garage vehicle storage, or secure vehicle storage, you'll find a home with us. Our well-lit facility features extended hours and wide aisles for convenient, easy access. Rent with iStorage at 2160 4th St today and see why our cashless facility is ideal to suit your storage needs. iStorage is an NSA Storage brand and facility.",yellowpage,
Kacia Services,Cold Storage Warehouses,(858) 748-0702,,,,,yellowpage,
Burlington Distribution Center,Warehouses-Merchandise,(760) 868-5773,email@info.burlingtonstores.com,https://www.burlington.com/,,,yellowpage,
Sunview Cold Storage,Cold Storage Warehouses,(714) 379-0765,,,,,yellowpage,
"CoffeeLand, Inc.",Warehouses-Merchandise,(951) 781-2101,,,,,yellowpage,
Boardwalk Builders Inc,"Warehouses-Merchandise, Building Contractors-Commercial & Industrial, General Contractors",(805) 383-4505,,http://www.boardwalk-inc.com/,,,yellowpage,
Jean-Charles Beytrison,Warehouses-Merchandise,(760) 399-1138,,,,,yellowpage,
Facade Specialties Inc,Warehouses-Merchandise,(559) 443-2161,,https://facadespecialties.com/,,,yellowpage,
Dreisbach Enterprises Inc,Cold Storage Warehouses,(619) 562-7674,,https://www.dreisbach.com/,,,yellowpage,
Med One Group,Warehouses-Merchandise,(424) 257-3436,,http://www.medonegroup.com/,,,yellowpage,
Boot Barn Distribution Center,Warehouses-Merchandise,(760) 768-6426,,https://www.bootbarn.com/,,,yellowpage,
American Food Export,Cold Storage Warehouses,(619) 955-5550,,,,,yellowpage,
Core Cold Storage,Cold Storage Warehouses,(951) 681-4707,,,,"Whether you are a retailer, wholesaler, food service distributor or broker, we will meet all of your refrigerated a dry storage needs.",yellowpage,
Stanford Advanced Materials,Warehouses-Merchandise,(909) 391-1765,,https://www.samaterials.com/,,,yellowpage,
SCS Cold Storage,Cold Storage Warehouses,(310) 571-0044,,http://scscoldstorage.com/,,,yellowpage,
Ivanko Barbell Co,"Warehouses-Merchandise, Sporting Goods",(951) 727-8330,,http://ivankobarbell.com/,,,yellowpage,
L&L Flying Holdings Inc,Warehouses-Merchandise,(815) 476-2653,,https://www.facebook.com/LANDLFLYINGHOLDINGSINC,,L&L Flying Holdings Inc. is dedicated to providing customers an easy way to furniture shop without having to take time out of their busy schedules.,yellowpage,
Cross Partners Cold Storage Inc,Cold Storage Warehouses,(213) 620-9950,,https://www.crosscoldstorage.com/about,,,yellowpage,
Storage West Lake Forest,"Storage Household & Commercial, Movers, Moving Services-Labor & Materials",(626) 575-8071,,https://www.storagewest.com/facilities/lake-forest/?utm_source=YP.com&utm_medium=cpc&utm_campaign=lake-forest,,"For over 35 years, Storage West has been committed to providing a first-class storage experience for an excellent community of renters. We think who stores next to you is just as important as who you choose to store with. Storage West was formed in 1978 to fill the need for first class storage in the West. What makes us unique is that all our facilities are in the Western US, because we believe the West is a great place to live and to do business. Our goal is to provide clean, safe and secure facilities for families and businesses to store their belongings. We have an in-house call center staffed by trained Storage West employees. Our aim is to help our customers find what they're looking for faster. We are constantly looking at ways we can improve what we do. We're proud to have what we think is the best community of renters in the industry and those renters in turn refer great renters to us. Often a business will be overstocked and have a need for additional space. Many businesses use Storage West for their storage needs. With high levels of security and convenience, we give your business peace of mind. With our Business P.A.S.S. program, shipping services such as UPS and FedEx can deliver to your storage unit without requiring your presence. All the cool companies are doing it. Get rid of your office clutter and get that open layout office concept you drool over in Dwell magazine. Your storage requirements are going to be different than other businesses. Our storage professionals will work with you to determine and meet your unique needs. Many people own more than one vehicle and often storage can be an issue. Perhaps you have a sports car or a classic car that you bought as an investment. In the meantime, what do you do with it? Alternatively, you may have an extra car that you are currently not using. Do you want to leave it exposed to the elements? Perhaps you only live for part of the year in this area and you want to leave your car here when you are gone. One option is to put your vehicle in storage with Storage West. If you are considering vehicle storage there are some options. You can choose between outdoor storage and a drive-up storage unit. You can also choose air cooled storage if you have a smaller vehicle such as a motorcycle or ATV. Air cooled storage is an additional option for smaller vehicles such as vehicle parts, motorcycles, dirt bikes, ATVs etc. This means that your vehicle will be stored in a cooler temperature during hot weather which will prevent heat damage. This type of enclosed environment also keeps dust and dirt at bay. Then of course there are your residential storage needs. Whether you need to store some furniture during a move or remodeling project, or if you just need a little extra space for holiday décor, seasonal clothing, sports equipment, lawn equipment and other household items that need a little breathing room. Whatever your need, you can count on Storage West to provide a clean and protected environment. Thank you for choosing Storage West.",yellowpage,
South Valley Cold Storage,"Storage Household & Commercial, Cold Storage Warehouses",(213) 627-5061,,,,,yellowpage,
NAPA Distribution Center,Warehouses-Merchandise,(949) 251-1768,,http://napaonline.com/,,"NAPA Know How. More than 85 years ago, the National Automotive Parts Association (NAPA) was created to meet America's growing need for an effective auto parts distribution system. Today, 91% of do-it-yourself customers recognize the NAPA brand name.",yellowpage,
Derrel's Mini Storage,"Self Storage, Automobile Storage, Boat Storage",(559) 783-1110,,https://www.derrels.com/storage-units/california/modesto/derrels-mini-storage-inc-350060,,"Derrel's Mini Storage is a family-owned company that provides mailbox rental services. The company offers storage services for boats and recreational vehicles. It provides temperature-controlled storage solutions. Derrel's Mini Storage operates seven days a week. The company also receives freights for businesses. It offers storage facilities on a rental basis. Derrel's Mini Storage maintains more than 45 locations in central California. The company participates in several community events and programs. It operates a human resources department. Derrel's Mini Storage offers a range of discount options. In addition, the company s facilities are equipped with video cameras, water features and landscaped grounds.",yellowpage,
Golden Pacific Cold Storage,Cold Storage Warehouses,(626) 688-7383,,,,,yellowpage,
La Donna Mexican Foods,Warehouses-Merchandise,(626) 229-9999,,,,,yellowpage,
Allripe Cold Storage,Cold Storage Warehouses,(626) 899-6888,,,,,yellowpage,
Burlington Distribution Center,Warehouses-Merchandise,(858) 302-9135,,https://www.burlington.com/,,,yellowpage,
Nueva,Warehouses-Merchandise,(707) 864-1962,,http://www.lanuevabodega.com/,,,yellowpage,
United Cold Storage,Cold Storage Warehouses,(951) 927-3072,clint@unitedcoldstorage.com,http://unitedcoldstorage.com/,,"We are a cold food storage warehouse located in San Francisco California. We cater to small businesses and large national corporation. Import and Export help. Transportation, Dock, Rail Access provided. Also fulfillment services and electronic communications",yellowpage,
LP S Industries,"Packaging Service, Warehouses-Merchandise",(818) 981-1302,,https://www.lpsind.com/,,,yellowpage,
